id,master_id,sku,name,url_key,url_path,short_url,type,book_cover,short_description,price,list_price,original_price,badges,badges_new,discount,discount_rate,rating_average,review_count,review_text,favourite_count,thumbnail_url,has_ebook,inventory_status,inventory_type,productset_group_name,is_fresh,seller,is_flower,has_buynow,is_gift_card,salable_type,data_version,day_ago_created,all_time_quantity_sold,meta_title,meta_description,meta_keywords,is_baby_milk,is_acoholic_drink,description,images,warranty_policy,brand,current_seller,other_sellers,specifications,product_links,gift_item_title,services_and_promotions,promitions,stock_item,quantity_sold,categories,breadcrumbs,installment_info_v2,is_seller_in_chat_whitelist,inventory,warranty_info,return_and_exchange_policy,is_tier_pricing_available,is_tier_pricing_eligible,best_price_guaranteed,benefits
76585393,76585393,1074024569422,Ampli Marshall MG30FX Gold (Công suất 30W) Amply Đàn Guitar Điện Combo Amplifier MG30GFX - Kèm Móng Gẩy DreamMaker,ampli-marshall-mg30fx-gold-cong-suat-30w-amply-dan-guitar-dien-combo-amplifier-mg30gfx-kem-mong-gay-dreammaker-p76585393,ampli-marshall-mg30fx-gold-cong-suat-30w-amply-dan-guitar-dien-combo-amplifier-mg30gfx-kem-mong-gay-dreammaker-p76585393.html?spid=76585394,https://tiki.vn/product-p76585393.html?spid=76585394,simple,,"THÔNG SỐ KỸ THUẬT:- Công suất: 30W- Trở Kháng: 4Ω- Kiểu loa: Loa tùy chỉnh (4Ω, 30w)- Bốn kênh: Clean, Crunch, OD1, OD2- Cấu hình loa: 1 × 10- Điều khiển: EQ 3 băng tần, khuếch đại, âm lượng, chín...",5499000,5499000,5499000,"[{'code': 'new_pdp', 'text': 'v1'}]",[],0,0,5,1,(1),0,https://salt.tikicdn.com/cache/280x280/ts/product/62/7e/ea/054c1332be2c69d35dcb499cd05efbc5.jpg,False,available,backorder,,False,,False,True,False,,3300,1012,3,,,,False,False,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://salt.tikicdn.com/ts/tmp/62/7e/ea/9c674ab9f8dfc0adb32b0e89e813bfb2.jpg"" alt=""Amply-Marshall-MG30FX-Gold -Cong-Suat 30W-Ampli-Dan-Guitar-Dien-Combo-Amplifier-Tiki"" width=""750"" height=""750"" /></p>
<p>Bộ loa đời mới không chỉ đem đến trải nghiệm xem phim, nghe nhạc tuyệt vời nhất mà còn đem nét hiện đại trong thiết kế làm nổi bật căn nhà của bạn.</p>
<h2>Thông Số Amply Guitar Yamaha GA15</h2>
<ul>
<li>Công suất: 16W (8 Ohms)</li>
<li>Chiều rộng: 291mm</li>
<li>Chiều cao : 189mm</li>
<li>Chiều sâu : 300mm</li>
<li>Trọng lượng: 5 kg</li>
<li>Xuất Xứ: Nhật Bản</li>
</ul>
<table class=""table table-bordered"">
<tbody>
<tr class=""active"">
<th colspan=""3"" aria-hidden=""true"">Kích cỡ/trọng lượng</th>
</tr>
<tr>
<th class=""active"" rowspan=""3"" scope=""row"">Kích thước</th>
<th class=""active"" scope=""row"">Chiều rộng</th>
<td class=""spectable-colnumber-0"">291mm</td>
</tr>
<tr>
<th class=""active"" scope=""row"">Chiều cao</th>
<td class=""spectable-colnumber-0"">189mm</td>
</tr>
<tr>
<th class=""active"" scope=""row"">Độ sâu</th>
<td class=""spectable-colnumber-0"">300mm</td>
</tr>
<tr>
<th class=""active"" rowspan=""1"" scope=""row"">Trọng lượng</th>
<th class=""active"" scope=""row"">Trọng lượng</th>
<td class=""spectable-colnumber-0"" style=""text-align: center;"">5</td>
</tr>
</tbody>
</table>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #333333; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; text-align: justify;""> </p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/cf/5c/de/d6a347fc1f7d603e2b06ac8d3ea4c777.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/cf/5c/de/d6a347fc1f7d603e2b06ac8d3ea4c777.jpg"" alt="""" width=""750"" height=""807"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/25/30/02/a6c17fe6cafdf2fce9fa14e49d4ca32a.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/25/30/02/a6c17fe6cafdf2fce9fa14e49d4ca32a.jpg"" alt="""" width=""750"" height=""433"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/fd/e9/6a/d0aacca73f09b0843e32a8942e92a38d.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/fd/e9/6a/d0aacca73f09b0843e32a8942e92a38d.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/04/d9/5a/72c1a8c26ad49a7954a9a57701044c24.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/04/d9/5a/72c1a8c26ad49a7954a9a57701044c24.jpg"" alt="""" width=""undefined"" height=""undefined"" /></p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #333333; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; text-align: justify;""><br /><br /></p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>","[{'base_url': 'https://salt.tikicdn.com/ts/product/c8/8c/46/950add032dbf636c8fa273c1a779e2fe.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/ts/product/c8/8c/46/950add032dbf636c8fa273c1a779e2fe.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/ts/product/c8/8c/46/950add032dbf636c8fa273c1a779e2fe.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/ts/product/c8/8c/46/950add032dbf636c8fa273c1a779e2fe.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/ts/product/c8/8c/46/950add032dbf636c8fa273c1a779e2fe.jpg'}, {'base_url': 'https://salt.tikicdn.com/ts/product/0a/e9/f1/88e3ce34f30518a2032307f3195aca9c.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/ts/product/0a/e9/f1/88e3ce34f30518a2032307f3195aca9c.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/ts/product/0a/e9/f1/88e3ce34f30518a2032307f3195aca9c.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/ts/product/0a/e9/f1/88e3ce34f30518a2032307f3195aca9c.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/ts/product/0a/e9/f1/88e3ce34f30518a2032307f3195aca9c.jpg'}, {'base_url': 'https://salt.tikicdn.com/ts/product/25/30/02/b2516f26967812dd29907a76ce31b802.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/ts/product/25/30/02/b2516f26967812dd29907a76ce31b802.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/ts/product/25/30/02/b2516f26967812dd29907a76ce31b802.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/ts/product/25/30/02/b2516f26967812dd29907a76ce31b802.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/ts/product/25/30/02/b2516f26967812dd29907a76ce31b802.jpg'}, {'base_url': 'https://salt.tikicdn.com/ts/product/fd/e9/6a/f05839a6cdac289b5f3481b8173f25cb.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/ts/product/fd/e9/6a/f05839a6cdac289b5f3481b8173f25cb.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/ts/product/fd/e9/6a/f05839a6cdac289b5f3481b8173f25cb.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/ts/product/fd/e9/6a/f05839a6cdac289b5f3481b8173f25cb.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/ts/product/fd/e9/6a/f05839a6cdac289b5f3481b8173f25cb.jpg'}]",,"{'id': 153444, 'name': 'Yamaha', 'slug': 'yamaha'}","{'id': 1099, 'sku': '6847926128173', 'name': 'Sol.g', 'link': 'https://tiki.vn/cua-hang/solg', 'logo': '95/36/0f/eeec3c494672e89f695ccc5d9baf81fb.png', 'price': 2250000, 'product_id': '3052003', 'store_id': 1058, 'is_best_store': False, 'is_offline_installment_supported': None}",[],"[{'name': 'Content', 'attributes': [{'code': 'brand', 'name': 'Thương hiệu', 'value': 'Yamaha'}, {'code': 'brand_country', 'name': 'Xuất xứ thương hiệu', 'value': 'Nhật Bản'}, {'code': 'item_model_number', 'name': 'Model', 'value': 'GA15II'}, {'code': 'origin', 'name': 'Xuất xứ', 'value': 'Nhật Bản'}, {'code': 'is_authentic', 'name': 'Hàng chính hãng', 'value': 'Có'}]}, {'name': 'Operation', 'attributes': [{'code': 'is_warranty_applied', 'name': 'Sản phẩm có được bảo hành không?', 'value': 'Có'}, {'code': 'warranty_form', 'name': 'Hình thức bảo hành', 'value': 'Phiếu bảo hành'}, {'code': 'warranty_time_period', 'name': 'Thời gian bảo hành', 'value': '1'}]}]",[],0 quà tặng kèm,[],[],"{'max_sale_qty': 1000, 'min_sale_qty': 1, 'preorder_date': None, 'qty': 1000}","{'text': 'Đã bán 16', 'value': 16}","{'id': 1883, 'name': 'Nhà Cửa - Đời Sống', 'is_leaf': False}","[{'url': '/nha-cua-doi-song/c1883', 'name': 'Nhà Cửa - Đời Sống', 'category_id': 1883}, {'url': '/nhac-cu/c10068', 'name': 'Nhạc cụ', 'category_id': 10068}, {'url': '/amply/c23462', 'name': 'Amply', 'category_id': 23462}, {'url': 'https://tiki.vn/am-ly-dan-guitar-yamaha-ga15ii-sol-g-p3052001.html', 'name': 'Âm ly đàn guitar Yamaha GA15II(SOL.G)- Hàng chính hãng', 'category_id': 0}]","{'title': 'Trả góp 0%', 'summary': 'Mua trước trả sau', 'redirect_url': 'https://tiki.vn/mua-truoc-tra-sau/thanh-toan?src=pdp&masterId=3052001&pid=3052003&seller_id=1099&qty=1', 'details': None}",True,"{'product_virtual_type': None, 'fulfillment_type': 'dropship'}","[{'name': 'Thời gian bảo hành', 'value': '1 Năm'}, {'name': 'Hình thức bảo hành', 'value': 'Phiếu bảo hành'}, {'name': 'Nơi bảo hành', 'value': 'Bảo hành chính hãng'}, {'name': 'Hướng dẫn bảo hành', 'value': 'Xem chi tiết', 'url': 'https://hotro.tiki.vn/s/article/chinh-sach-bao-hanh-tai-tiki-nhu-the-nao'}]",Đổi trả trong<br><b>30 ngày</b><br>nếu sp lỗi.,False,False,"[{'icon': 'https://salt.tikicdn.com/ts/upload/2c/48/44/720434869e103b03aaaf1a104d91ad25.png', 'text': 'Hoàn tiền<br><b>111%</b><br>nếu hàng giả'}, {'icon': 'https://salt.tikicdn.com/ts/upload/4b/a1/23/1606089d5423e5cba05e3820ad39708e.png', 'text': 'Thông tin<br>bảo hành', 'extra_text': 'XEM CHI TIẾT', 'extra_header': 'Thông tin bảo hành', 'extra': [{'name': 'Nhà cung cấp', 'value': 'Sol.g'}, {'name': 'Thời gian bảo hành', 'value': '1 Năm'}, {'name': 'Hình thức bảo hành', 'value': 'Phiếu bảo hành'}, {'name': 'Nơi bảo hành', 'value': 'Bảo hành chính hãng'}, {'name': 'Hướng dẫn bảo hành', 'value': 'Xem chi tiết', 'url': 'https://hotro.tiki.vn/s/article/chinh-sach-bao-hanh-tai-tiki-nhu-the-nao'}]}, {'icon': 'https://salt.tikicdn.com/ts/upload/63/75/6a/144ada409519d72e2978ad2c61bc02a7.png', 'text': 'Đổi trả trong<br><b>30 ngày</b><br>nếu sp lỗi.'}]"
984156,984156,5710045602309,Ampli Đàn Guitar Mini Joyo JA-02 Amplifier Clean Distortion Effects Loa 3W - Tặng Kèm Nguồn Joyo,ampli-dan-guitar-mini-joyo-ja-02-tang-kem-nguon-joyo-p984156,ampli-dan-guitar-mini-joyo-ja-02-tang-kem-nguon-joyo-p984156.html?spid=984510,https://tiki.vn/product-p984156.html?spid=984510,simple,,"   Ampli Đàn Guitar Mini Joyo JA-02 Amplifier Clean Distortion Effects) Loa 3W - Tặng Kèm Nguồn Joyo  hỗ trợ cổng cắm tai nghe 3.5mm, nhờ đó các bạn có thể vừa bật nhạc đệm, vừa chơi nhạc cụ và phát r...",345000,345000,345000,"[{'code': 'new_pdp', 'text': 'v1'}]",[],0,0,3.8,6,(6),0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u5530.d20171001.t195238.11655.jpg,False,available,backorder,,False,,False,True,False,,3300,2226,43,,,,False,False,"<p><strong> <object style=""display: block; margin-left: auto; margin-right: auto;"" width=""560"" height=""315"" data=""https://www.youtube.com/v/CHx5FNlowT8&amp;feature"" type=""application/x-shockwave-flash""><param name=""data"" value=""https://www.youtube.com/v/CHx5FNlowT8&amp;feature"" /><param name=""src"" value=""https://www.youtube.com/v/CHx5FNlowT8&amp;feature"" /></object></strong></p><ul><li> <strong> Ampli Đàn Guitar Mini Joyo JA-02 Amplifier Clean Distortion Effects) Loa 3W - Tặng Kèm Nguồn Joyo </strong> hỗ trợ cổng cắm tai nghe 3.5mm, nhờ đó các bạn có thể vừa bật nhạc đệm, vừa chơi nhạc cụ và phát ra ampli tùy thích. </li><li> Nút điều khiển Volume, Tone và đặc biệt là tính năng Distortion Effects), đem lại hiệu ứng của dòng Phơ Guitar Distortion cho người chơi Rock. </li><li> Ampli Guitar Mini Joyo JA-02 còn hỗ trợ phát nhạc từ điện thoại, máy tính sang loa qua dây tín hiệu cắm trực tiếp, hỗ trợ cổng cắm tai nghe 3.5mm, nhờ đó các bạn có thể vừa bật nhạc đệm, vừa chơi nhạc cụ và phát ra ampli tùy thích. </li><li> Ampli Joyo JA-02 có thể dử dụng rộng rãi cho rất nhiều nhạc cụ như: Đàn Guitar, Đàn Bầu, Đàn Nhị, Đàn Ukulele... </li></ul><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>","[{'base_url': 'https://salt.tikicdn.com/media/catalog/product/1/_/1.u5530.d20171001.t195238.11655.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/media/catalog/product/1/_/1.u5530.d20171001.t195238.11655.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/media/catalog/product/1/_/1.u5530.d20171001.t195238.11655.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/1/_/1.u5530.d20171001.t195238.11655.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/1/_/1.u5530.d20171001.t195238.11655.jpg'}, {'base_url': 'https://salt.tikicdn.com/media/catalog/product/2/_/2.u5530.d20171001.t195238.224612.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/media/catalog/product/2/_/2.u5530.d20171001.t195238.224612.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/media/catalog/product/2/_/2.u5530.d20171001.t195238.224612.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/2/_/2.u5530.d20171001.t195238.224612.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/2/_/2.u5530.d20171001.t195238.224612.jpg'}, {'base_url': 'https://salt.tikicdn.com/media/catalog/product/3/_/3.u5530.d20171001.t195238.266571.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/media/catalog/product/3/_/3.u5530.d20171001.t195238.266571.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/media/catalog/product/3/_/3.u5530.d20171001.t195238.266571.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/3/_/3.u5530.d20171001.t195238.266571.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/3/_/3.u5530.d20171001.t195238.266571.jpg'}, {'base_url': 'https://salt.tikicdn.com/media/catalog/product/4/_/4.u5530.d20171001.t195238.310173.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/media/catalog/product/4/_/4.u5530.d20171001.t195238.310173.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/media/catalog/product/4/_/4.u5530.d20171001.t195238.310173.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/4/_/4.u5530.d20171001.t195238.310173.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/4/_/4.u5530.d20171001.t195238.310173.jpg'}, {'base_url': 'https://salt.tikicdn.com/media/catalog/product/5/_/5.u5530.d20171001.t195238.350596.jpg', 'is_gallery': True, 'label': None, 'large_url': 'https://salt.tikicdn.com/cache/w1200/media/catalog/product/5/_/5.u5530.d20171001.t195238.350596.jpg', 'medium_url': 'https://salt.tikicdn.com/cache/w300/media/catalog/product/5/_/5.u5530.d20171001.t195238.350596.jpg', 'position': None, 'small_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/5/_/5.u5530.d20171001.t195238.350596.jpg', 'thumbnail_url': 'https://salt.tikicdn.com/cache/200x280/media/catalog/product/5/_/5.u5530.d20171001.t195238.350596.jpg'}]",,"{'id': 152792, 'name': 'Joyo', 'slug': 'joyo'}","{'id': 696, 'sku': '5713221373352', 'name': 'Tiến Mạnh Music', 'link': 'https://tiki.vn/cua-hang/tien-manh-music', 'logo': '75/1e/d3/cfaa9b3efb5ad3b76151be9a62f1b53a.jpg', 'price': 345000, 'product_id': '984510', 'store_id': 659, 'is_best_store': False, 'is_offline_installment_supported': None}",[],"[{'name': 'Content', 'attributes': [{'code': 'brand', 'name': 'Thương hiệu', 'value': 'Joyo'}, {'code': 'brand_country', 'name': 'Xuất xứ thương hiệu', 'value': 'Trung Quốc'}, {'code': 'chat_lieu', 'name': 'Chất liệu', 'value': 'Nhựa'}, {'code': 'item_model_number', 'name': 'Model', 'value': 'JA-02'}, {'code': 'kich_thuoc', 'name': 'Kích thước (Dài x Rộng x Cao)', 'value': '20*15*10 cm'}, {'code': 'origin', 'name': 'Xuất xứ', 'value': 'Trung Quốc'}]}, {'name': 'Operation', 'attributes': [{'code': 'is_warranty_applied', 'name': 'Sản phẩm có được bảo hành không?', 'value': 'Có'}, {'code': 'warranty_form', 'name': 'Hình thức bảo hành', 'value': 'Phiếu bảo hành'}, {'code': 'warranty_time_period', 'name': 'Thời gian bảo hành', 'value': '3'}]}]",[],0 quà tặng kèm,"{'items': ['Hỗ trợ cổng cắm tai nghe 3.5mm, cho phép chơi nhạc cụ và phát ra ampli đồng thời.', 'Có nút điều khiển Volume, Tone và tính năng Distortion Effects.', 'Hỗ trợ phát nhạc từ điện thoại, máy tính qua dây tín hiệu cắm trực tiếp.'], 'title': 'Đặc điểm nổi bật'}",[],[],"{'max_sale_qty': 1000, 'min_sale_qty': 1, 'preorder_date': None, 'qty': 1000}",Dịch Vụ Mua Kèm,"[{'id': 249387696, 'name': '[12 Tháng] Gói an tâm sử dụng sản phẩm', 'thumbnail_url': 'https://salt.tikicdn.com/cache/280x280/ts/product/ae/8b/82/dc60474652969c7ea1afbeb5aa0689cd.png', 'price': 3000, 'add_on_description': 'Bảo hiểm cho bạn và người thân trước những sự cố bất ngờ trong quá trình sử dụng sản phẩm\nThời hạn bảo hiểm: 12 tháng\nBồi hoàn chi phí y tế: 500% giá bán sản phẩm, tối đa 15.000.000 ₫\nĐền bù thiệt hại tài sản: 500% giá bán sản phẩm, tối đa 15.000.000 ₫\nBồi thường khi tử vong, thương tật: 500% giá bán sản phẩm, tối thiểu 10.000.000 ₫ và tối đa 200.000.000 ₫\nÁp dụng cho các sản phẩm mua trên Tiki bán kèm bảo hiểm này\nGởi yêu cầu bồi thường 100% trực tuyến\nDịch vụ Bảo hiểm cung cấp bởi Công ty Bảo hiểm PVI uy tín\nBấm THÔNG TIN CHI TIẾT bên dưới để xem toàn bộ quyền lợi và nội dung chương trình', 'add_on_description_list': ['Bảo hiểm cho bạn và người thân trước những sự cố bất ngờ trong quá trình sử dụng sản phẩm', 'Thời hạn bảo hiểm: 12 tháng', 'Bồi hoàn chi phí y tế: 500% giá bán sản phẩm, tối đa 15.000.000 ₫', 'Đền bù thiệt hại tài sản: 500% giá bán sản phẩm, tối đa 15.000.000 ₫', 'Bồi thường khi tử vong, thương tật: 500% giá bán sản phẩm, tối thiểu 10.000.000 ₫ và tối đa 200.000.000 ₫', 'Áp dụng cho các sản phẩm mua trên Tiki bán kèm bảo hiểm này', 'Gởi yêu cầu bồi thường 100% trực tuyến', 'Dịch vụ Bảo hiểm cung cấp bởi Công ty Bảo hiểm PVI uy tín', 'Bấm THÔNG TIN CHI TIẾT bên dưới để xem toàn bộ quyền lợi và nội dung chương trình'], 'list_price': 3000, 'is_visible': False, 'url': 'https://tiki.vn/12-thang-goi-an-tam-su-dung-san-pham-p249387696.html', 'add_on_information_title': 'Thông tin chi tiết', 'add_on_information_url': 'https://tiki.vn/bao-hiem-so/186/thong-tin', 'is_default_select_addon': 1}]","{'text': 'Đã bán 43', 'value': 43}","{'id': 1883, 'name': 'Nhà Cửa - Đời Sống', 'is_leaf': False}","[{'url': '/nha-cua-doi-song/c1883', 'name': 'Nhà Cửa - Đời Sống', 'category_id': 1883}, {'url': '/nhac-cu/c10068', 'name': 'Nhạc cụ', 'category_id': 10068}, {'url': '/amply/c23462', 'name': 'Amply', 'category_id': 23462}, {'url': 'https://tiki.vn/ampli-dan-guitar-mini-joyo-ja-02-tang-kem-nguon-joyo-p984156.html', 'name': 'Ampli Đàn Guitar Mini Joyo JA-02 Amplifier Clean Distortion Effects Loa 3W - Tặng Kèm Nguồn Joyo', 'category_id': 0}]","{'title': 'Trả góp 0%', 'summary': 'Mua trước trả sau', 'redirect_url': 'https://tiki.vn/mua-truoc-tra-sau/thanh-toan?src=pdp&masterId=984156&pid=984510&seller_id=696&qty=1', 'details': None}",True,"{'product_virtual_type': None, 'fulfillment_type': 'dropship'}","[{'name': 'Thời gian bảo hành', 'value': '3 Tháng'}, {'name': 'Hình thức bảo hành', 'value': 'Phiếu bảo hành'}, {'name': 'Nơi bảo hành', 'value': 'Bảo hành bởi nhà bán hàng thông qua Tiki'}, {'name': 'Hướng dẫn bảo hành', 'value': 'Xem chi tiết', 'url': 'https://hotro.tiki.vn/s/article/chinh-sach-bao-hanh-tai-tiki-nhu-the-nao'}]",Đổi trả trong<br><b>30 ngày</b><br>nếu sp lỗi.,False,False,"[{'icon': 'https://salt.tikicdn.com/ts/upload/2c/48/44/720434869e103b03aaaf1a104d91ad25.png', 'text': 'Hoàn tiền<br><b>111%</b><br>nếu hàng giả'}, {'icon': 'https://salt.tikicdn.com/ts/upload/4b/a1/23/1606089d5423e5cba05e3820ad39708e.png', 'text': 'Thông tin<br>bảo hành', 'extra_text': 'XEM CHI TIẾT', 'extra_header': 'Thông tin bảo hành', 'extra': [{'name': 'Nhà cung cấp', 'value': 'Tiến Mạnh Music'}, {'name': 'Thời gian bảo hành', 'value': '3 Tháng'}, {'name': 'Hình thức bảo hành', 'value': 'Phiếu bảo hành'}, {'name': 'Nơi bảo hành', 'value': 'Bảo hành bởi nhà bán hàng thông qua Tiki'}, {'name': 'Hướng dẫn bảo hành', 'value': 'Xem chi tiết', 'url': 'https://hotro.tiki.vn/s/article/chinh-sach-bao-hanh-tai-tiki-nhu-the-nao'}]}, {'icon': 'https://salt.tikicdn.com/ts/upload/63/75/6a/144ada409519d72e2978ad2c61bc02a7.png', 'text': 'Đổi trả trong<br><b>30 ngày</b><br>nếu sp lỗi.'}]"
263437011,263437011,8841701862354,Amply Pronest P6 (800 loa),amply-pronest-p6-800-loa-p263437011,amply-pronest-p6-800-loa-p263437011.html?spid=263437012,https://tiki.vn/product-p263437011.html?spid=263437012,simple,,Tên sản phẩm : Pronest P6 SWIFTLETS AMPLIFIER (800 loa)Mã số : AMP6Xuất xứ : Made in MalaysiaCông suất : <= 800 loa ru trong nhà yếnNguồn điện : 220V - 240V ( Có cổng điện dự phòng điện bình DC 12V...,4400400,4400400,4400400,"[{'code': 'new_pdp', 'text': 'v1'}]",[],0,0,0,0,Chưa có đánh giá,0,https://salt.tikicdn.com/cache/280x280/ts/product/ca/d3/ca/b4362f8b5b5af59c93ccac172e0def57.jpg,False,available,backorder,,False,,False,True,False,,3300,137,,,,False,False,"Tên sản phẩm : Pronest P6 SWIFTLETS AMPLIFIER (800 loa)Mã số : AMP6Xuất xứ : Made in MalaysiaCông suất : &lt;= 800 loa ru trong nhà yếnNguồn điện : 220V - 240V ( Có cổng điện dự phòng điện bình DC 12V )Bảo hành : 12 tháng theo tiêu chuẩn của nhà sản xuấtCông dụng : Thiết kế theo tiêu chuẩn chuyên nghiệp âm thanh vòm, trong ngành nuôi chim yến. Nhập khẩu trực tiếp từ MalaysiaCách dùng : Mặt trước Amply: + Power: Nút nguồn dùng để bật hoặc tắt. + Đèn báo âm lượng: 2 kênh Left/Right hiển thị khi Amply hoạt động. + Khe cắm thẻ nhớ/USB: Cắm thẻ nhớ hoặc USB (nên dùng USB 3.0 để đảm bảo đường truyền âm thanh tốt nhất). + Mode: thay đổi chế độ giữa thẻ SD/USB. + Play/Pause: bắt đầu phát file âm thanh. + Prev: Chọn file âm thanh đã phát trước đó. + Next: Chọn file âm thanh phát tiếp theo. + Repeat: Chế độ lặp file âm thanh. + Hệ thống nút điều chỉnh âm lượng phù hợp cho nhà yến: Đối với hệ thống loa ru: Bass tắt, Mid hướng 12h, Treble hướng 9h, Left và Right hướng 12h. (nếu có xài loa ru ban đêm nên để hướng 10h). Master Volume đặt ở mức 12 - 14. Đối với hệ thống loa dẫn: Bass hướng 12h, Mid hướng 12h, Treble hướng 9h, Left và Right hướng 12h - 1h. Master Volume đặt ở mức 16 - 20. Đối với hệ thống loa ngoài trời: Bass hướng 12h, Mid hướng 12h, Treble hướng 9h, Left và Right hướng 12h - 1h. Master Volume đặt ở mức 18 - 24. Mặt sau Amply: + Dây nguồn: Cắm vào dòng điện 220V. + Bulit - In Speaker: Gạt sang phải để test âm thanh bên phải, gạt sang trái để test âm thanh bên trái. + DC12V Input: Cổng kết nối với bình ắc quy dự phòng vào Amply. Sử dụng trong trường hợp mất điện. + Speaker 4 - 16 ohm: Kênh ra của âm thanh. m nối cực âm của loa, dương nối cực dương của loa.Một số điểm nổi bật về sản phẩm chúng tôi xin bật mí với khách hàng đó là: 
